TX_DATA_0,TX_DATA_1,TX_DATA_2,TX_DATA_3,TX_DATA_4,TX_DATA_5,TX_DATA_6,TX_DATA_7,TX_DATA_8,TX_DATA_9,TX_DATA_10,TX_DATA_11,TX_DATA_12
2fff850a,14285080,3fff870e,3fff870e,3fff870e,3fff870e,3fff870e,3fff870e,3fff870e,3fff870e,3fff870e,3fff870e,3fff870e
3fff870e,1c3870c0,4fff8912,4fff8912,4fff8912,4fff8912,4fff8912,4fff8912,4fff8912,4fff8912,4fff8912,4fff8912,4fff8912
4fff8912,24489100,5fff8b16,5fff8b16,5fff8b16,5fff8b16,5fff8b16,5fff8b16,5fff8b16,5fff8b16,5fff8b16,5fff8b16,5fff8b16
5fff8b16,2c58b140,6fff8d1a,6fff8d1a,6fff8d1a,6fff8d1a,6fff8d1a,6fff8d1a,6fff8d1a,6fff8d1a,6fff8d1a,6fff8d1a,6fff8d1a
6fff8d1a,3468d180,7fff8f1e,7fff8f1e,7fff8f1e,7fff8f1e,7fff8f1e,7fff8f1e,7fff8f1e,7fff8f1e,7fff8f1e,7fff8f1e,7fff8f1e
7fff8f1e,3c78f1c0,0fff9122,0fff9122,0fff9122,0fff9122,0fff9122,0fff9122,0fff9122,0fff9122,0fff9122,0fff9122,0fff9122
0fff9122,44891200,1fff9326,1fff9326,1fff9326,1fff9326,1fff9326,1fff9326,1fff9326,1fff9326,1fff9326,1fff9326,1fff9326
1fff9326,4c993240,2fff952a,2fff952a,2fff952a,2fff952a,2fff952a,2fff952a,2fff952a,2fff952a,2fff952a,2fff952a,2fff952a
2fff952a,54a95280,3fff972e,3fff972e,3fff972e,3fff972e,3fff972e,3fff972e,3fff972e,3fff972e,3fff972e,3fff972e,3fff972e
3fff972e,5cb972c0,4fff9932,4fff9932,4fff9932,4fff9932,4fff9932,4fff9932,4fff9932,4fff9932,4fff9932,4fff9932,4fff9932
4fff9932,64c99300,5fff9b36,5fff9b36,5fff9b36,5fff9b36,5fff9b36,5fff9b36,5fff9b36,5fff9b36,5fff9b36,5fff9b36,5fff9b36
5fff9b36,6cd9b340,6fff9d3a,6fff9d3a,6fff9d3a,6fff9d3a,6fff9d3a,6fff9d3a,6fff9d3a,6fff9d3a,6fff9d3a,6fff9d3a,6fff9d3a
6fff9d3a,74e9d380,7fff9f3e,7fff9f3e,7fff9f3e,7fff9f3e,7fff9f3e,7fff9f3e,7fff9f3e,7fff9f3e,7fff9f3e,7fff9f3e,7fff9f3e
7fff9f3e,7cf9f3c0,0fffa142,0fffa142,0fffa142,0fffa142,0fffa142,0fffa142,0fffa142,0fffa142,0fffa142,0fffa142,0fffa142
0fffa142,850a1400,1fffa346,1fffa346,1fffa346,1fffa346,1fffa346,1fffa346,1fffa346,1fffa346,1fffa346,1fffa346,1fffa346
1fffa346,8d1a3440,2fffa54a,2fffa54a,2fffa54a,2fffa54a,2fffa54a,2fffa54a,2fffa54a,2fffa54a,2fffa54a,2fffa54a,2fffa54a
2fffa54a,952a5480,3fffa74e,3fffa74e,3fffa74e,3fffa74e,3fffa74e,3fffa74e,3fffa74e,3fffa74e,3fffa74e,3fffa74e,3fffa74e
